repository_owner,repository_name,file_url,total_h1,total_h2,total_h3,total_h4,total_h5,total_h6,median_h2_under_h1,median_h3_under_h1,median_h4_under_h1,median_h5_under_h1,median_h6_under_h1,median_h3_under_h2,median_h4_under_h2,median_h5_under_h2,median_h6_under_h2,median_h4_under_h3,median_h5_under_h3,median_h6_under_h3,median_h5_under_h4,median_h6_under_h4,median_h6_under_h5,avg_loc_h1,median_loc_h1,avg_loc_h2,median_loc_h2,avg_loc_h3,median_loc_h3,avg_loc_h4,median_loc_h4,avg_loc_h5,median_loc_h5,avg_loc_h6,median_loc_h6
microsoft,Olive,https://github.com/microsoft/Olive/blob/main/.github/copilot-instructions.md,1,4,12,0,0,0,4.0,12.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,87.0,20.25,20.5,5.333333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,vscode,https://github.com/microsoft/vscode/blob/main/.github/copilot-instructions.md,1,3,14,0,0,0,3.0,14.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,28.333333333333332,37.0,4.785714285714286,4.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,autogen,https://github.com/microsoft/autogen/blob/main/.github/copilot-instructions.md,1,6,15,0,0,0,6.0,15.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,95.0,14.5,14.5,4.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,react-native-windows-samples,https://github.com/microsoft/react-native-windows-samples/blob/main/.github/copilot-instructions.md,1,13,18,0,0,0,13.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,118.0,8.076923076923077,8.0,3.611111111111111,3.5,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,azure-pipelines-agent,https://github.com/microsoft/azure-pipelines-agent/blob/master/.github/copilot-instructions.md,1,10,17,2,0,0,10.0,17.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,99.0,8.8,5.5,3.1176470588235294,3.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,onnxruntime-genai,https://github.com/microsoft/onnxruntime-genai/blob/main/.github/copilot-instructions.md,1,6,17,0,0,0,6.0,17.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,11.0,10.0,2.5294117647058822,3.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,simplechat,https://github.com/microsoft/simplechat/blob/main/.github/copilot-instructions.md,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SkylineCommunications,dataminer-docs,https://github.com/SkylineCommunications/dataminer-docs/blob/main/.github/copilot-instructions.md,1,3,3,0,0,0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,13.0,15.0,5.666666666666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0
maplibre,martin,https://github.com/maplibre/martin/blob/main/.github/copilot-instructions.md,1,6,16,3,0,0,6.0,16.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,98.0,16.5,14.0,3.3125,4.0,0.0,0.0,0.0,0.0,0.0,0.0
SECQUOIA,gdplib,https://github.com/SECQUOIA/gdplib/blob/main/.github/copilot-instructions.md,1,9,0,0,0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,2.6666666666666665,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pomerium,mcp-app-demo,https://github.com/pomerium/mcp-app-demo/blob/main/.github/copilot-instructions.md,1,13,21,0,0,0,13.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,5.846153846153846,4.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syntaxfm,website,https://github.com/syntaxfm/website/blob/main/.github/copilot-instructions.md,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Extralit,extralit,https://github.com/Extralit/extralit/blob/main/.github/copilot-instructions.md,5,16,52,2,0,0,3.0,9.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.6,69.0,16.1875,17.0,3.6346153846153846,3.0,4.5,4.5,0.0,0.0,0.0,0.0
Apollon77,ioBroker.alexa2,https://github.com/Apollon77/ioBroker.alexa2/blob/master/.github/copilot-instructions.md,1,6,17,0,0,0,6.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,12.333333333333334,14.0,3.3529411764705883,4.0,0.0,0.0,0.0,0.0,0.0,0.0
camunda,connectors,https://github.com/camunda/connectors/blob/main/.github/copilot-instructions.md,1,6,17,0,0,0,6.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,13.333333333333334,13.0,3.176470588235294,3.0,0.0,0.0,0.0,0.0,0.0,0.0
camunda,camunda,https://github.com/camunda/camunda/blob/main/.github/copilot-instructions.md,1,7,1,0,0,0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,7.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
brandon-schabel,Promptliano,https://github.com/brandon-schabel/Promptliano/blob/main/.github/copilot-instructions.md,1,15,28,21,0,0,15.0,28.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,263.0,16.533333333333335,8.0,5.857142857142857,5.0,2.9523809523809526,1.0,0.0,0.0,0.0,0.0
irihitech,Ursa.Avalonia,https://github.com/irihitech/Ursa.Avalonia/blob/main/.github/copilot-instructions.md,1,5,17,0,0,0,5.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,105.0,19.6,19.0,4.764705882352941,4.0,0.0,0.0,0.0,0.0,0.0,0.0
clemlesne,blue-agent,https://github.com/clemlesne/blue-agent/blob/main/.github/copilot-instructions.md,1,10,29,0,0,0,10.0,29.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,164.0,15.3,15.5,4.241379310344827,4.0,0.0,0.0,0.0,0.0,0.0,0.0
vizhub-core,vzcode,https://github.com/vizhub-core/vzcode/blob/main/.github/copilot-instructions.md,1,7,7,0,0,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,9.0,8.0,3.7142857142857144,3.0,0.0,0.0,0.0,0.0,0.0,0.0
rsyslog,rsyslog,https://github.com/rsyslog/rsyslog/blob/main/.github/copilot-instructions.md,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xtermjs,xterm.js,https://github.com/xtermjs/xterm.js/blob/master/.github/copilot-instructions.md,1,7,0,0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,5.428571428571429,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hpcc-systems,HPCC-Platform,https://github.com/hpcc-systems/HPCC-Platform/blob/master/.github/copilot-instructions.md,1,5,9,0,0,0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,13.6,4.0,5.666666666666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0
christianhelle,curlgenerator,https://github.com/christianhelle/curlgenerator/blob/main/.github/copilot-instructions.md,1,6,13,3,0,0,6.0,13.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,11.0,11.5,3.6153846153846154,3.0,2.0,0.0,0.0,0.0,0.0,0.0
christianhelle,autofaker,https://github.com/christianhelle/autofaker/blob/main/.github/copilot-instructions.md,1,10,19,4,0,0,10.0,19.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,127.0,11.5,11.0,4.052631578947368,4.0,0.0,0.0,0.0,0.0,0.0,0.0
christianhelle,refitter,https://github.com/christianhelle/refitter/blob/main/.github/copilot-instructions.md,1,8,18,2,0,0,8.0,18.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,136.0,15.75,16.5,5.222222222222222,6.0,2.0,2.0,0.0,0.0,0.0,0.0
christianhelle,reswcodegen,https://github.com/christianhelle/reswcodegen/blob/master/.github/copilot-instructions.md,1,7,12,0,0,0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,101.0,13.142857142857142,13.0,3.9166666666666665,3.5,0.0,0.0,0.0,0.0,0.0,0.0
christianhelle,apiclientcodegen,https://github.com/christianhelle/apiclientcodegen/blob/master/.github/copilot-instructions.md,1,8,16,0,0,0,8.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,147.0,17.25,14.0,6.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
christianhelle,httpgenerator,https://github.com/christianhelle/httpgenerator/blob/main/.github/copilot-instructions.md,1,7,20,0,0,0,7.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,116.0,15.285714285714286,17.0,4.35,4.0,0.0,0.0,0.0,0.0,0.0,0.0
kawax,nostr-vercel-api,https://github.com/kawax/nostr-vercel-api/blob/main/.github/copilot-instructions.md,1,14,28,2,0,0,14.0,28.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,109.0,6.785714285714286,6.5,2.25,1.0,5.0,5.0,0.0,0.0,0.0,0.0
Significant-Gravitas,AutoGPT,https://github.com/Significant-Gravitas/AutoGPT/blob/master/.github/copilot-instructions.md,1,7,18,0,0,0,7.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,186.0,25.428571428571427,11.0,7.833333333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Shelter-Partner,ShelterPartner,https://github.com/Shelter-Partner/ShelterPartner/blob/main/.github/copilot-instructions.md,1,7,5,0,0,0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,8.0,7.0,4.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0
vczh-libraries,GacUI,https://github.com/vczh-libraries/GacUI/blob/master/.github/copilot-instructions.md,6,14,3,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,20.5,9.285714285714286,6.0,8.666666666666666,7.0,0.0,0.0,0.0,0.0,0.0,0.0
PlagueHO,foundryvtt-azure,https://github.com/PlagueHO/foundryvtt-azure/blob/main/.github/copilot-instructions.md,1,5,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,5.8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PlagueHO,github-copilot-assets-library,https://github.com/PlagueHO/github-copilot-assets-library/blob/main/.github/copilot-instructions.md,0,5,9,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,11.0,4.333333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0
PlagueHO,azure-ai-foundry-jumpstart,https://github.com/PlagueHO/azure-ai-foundry-jumpstart/blob/main/.github/copilot-instructions.md,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yinzhenyu-su,weekly-git-summary,https://github.com/yinzhenyu-su/weekly-git-summary/blob/main/.github/copilot-instructions.md,1,7,19,0,0,0,7.0,19.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,122.0,16.285714285714285,16.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
brunoamaral,gregory-ai,https://github.com/brunoamaral/gregory-ai/blob/main/.github/copilot-instructions.md,3,13,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.333333333333336,37.0,6.153846153846154,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J-Tech-Japan,Sekiban,https://github.com/J-Tech-Japan/Sekiban/blob/main/.github/copilot-instructions.md,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zuplo,docs,https://github.com/zuplo/docs/blob/main/.github/copilot-instructions.md,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSUSTers,csust-got,https://github.com/CSUSTers/csust-got/blob/master/.github/copilot-instructions.md,0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jackfirth,resyntax,https://github.com/jackfirth/resyntax/blob/master/.github/copilot-instructions.md,1,3,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,14.666666666666666,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maolonglong,hugo-simple,https://github.com/maolonglong/hugo-simple/blob/main/.github/copilot-instructions.md,1,6,14,0,0,0,6.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,10.333333333333334,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
andorthehood,my-static-websites,https://github.com/andorthehood/my-static-websites/blob/main/.github/copilot-instructions.md,1,10,19,0,0,0,10.0,19.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,7.8,7.5,1.7894736842105263,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hTuneSys,hexaFn,https://github.com/hTuneSys/hexaFn/blob/main/.github/copilot-instructions.md,1,7,15,5,0,0,7.0,15.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,140.0,19.0,17.0,6.466666666666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0
wvlet,airframe,https://github.com/wvlet/airframe/blob/main/.github/copilot-instructions.md,0,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brianfeucht,esphome-balboa-spa,https://github.com/brianfeucht/esphome-balboa-spa/blob/main/.github/copilot-instructions.md,1,11,31,24,3,0,11.0,31.0,24.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,293.0,25.636363636363637,11.0,7.935483870967742,4.0,4.625,4.0,0.0,0.0,0.0,0.0
adamsilverstein,wp-performance-wizard,https://github.com/adamsilverstein/wp-performance-wizard/blob/main/.github/copilot-instructions.md,1,2,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nostria-app,nostria,https://github.com/nostria-app/nostria/blob/main/.github/copilot-instructions.md,0,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sgbaird,honegumi,https://github.com/sgbaird/honegumi/blob/main/.github/copilot-instructions.md,0,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.571428571428571,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kubefleet-dev,kubefleet,https://github.com/kubefleet-dev/kubefleet/blob/main/.github/copilot-instructions.md,1,7,0,0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,9.714285714285714,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ed-Fi-Alliance-OSS,Project-Tanager,https://github.com/Ed-Fi-Alliance-OSS/Project-Tanager/blob/main/.github/copilot-instructions.md,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kkweon,butler,https://github.com/kkweon/butler/blob/master/.github/copilot-instructions.md,1,5,5,0,0,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,102.0,19.2,21.0,5.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0
IntelliTect,EssentialCSharp.Web,https://github.com/IntelliTect/EssentialCSharp.Web/blob/main/.github/copilot-instructions.md,1,12,23,0,0,0,12.0,23.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,111.0,8.25,5.0,2.6956521739130435,4.0,0.0,0.0,0.0,0.0,0.0,0.0
emqx,quic,https://github.com/emqx/quic/blob/main/.github/copilot-instructions.md,1,10,18,0,0,0,10.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,116.0,10.5,8.5,3.611111111111111,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Nugine,const-str,https://github.com/Nugine/const-str/blob/main/.github/copilot-instructions.md,1,6,6,0,0,0,6.0,6.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,8.0,6.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Nugine,s3s,https://github.com/Nugine/s3s/blob/main/.github/copilot-instructions.md,1,3,12,3,0,0,3.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,89.0,28.333333333333332,9.0,5.25,4.0,4.0,4.0,0.0,0.0,0.0,0.0
NG-ZORRO,ng-zorro-antd,https://github.com/NG-ZORRO/ng-zorro-antd/blob/master/.github/copilot-instructions.md,0,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
open-telemetry,opentelemetry-cpp,https://github.com/open-telemetry/opentelemetry-cpp/blob/main/.github/copilot-instructions.md,1,6,12,5,0,0,6.0,12.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,13.5,14.5,3.3333333333333335,1.5,0.4,0.0,0.0,0.0,0.0,0.0
Fraunhofer-AISEC,cpg,https://github.com/Fraunhofer-AISEC/cpg/blob/main/.github/copilot-instructions.md,1,4,4,16,0,0,4.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,92.0,92.0,22.0,5.5,18.0,16.5,3.5,4.0,0.0,0.0,0.0,0.0
dave1010,wardley-leadership-strategies,https://github.com/dave1010/wardley-leadership-strategies/blob/main/.github/copilot-instructions.md,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yurkinh,Plugin.Maui.Calendar,https://github.com/yurkinh/Plugin.Maui.Calendar/blob/main/.github/copilot-instructions.md,0,6,13,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.166666666666666,3.5,2.8461538461538463,2.0,2.5,2.5,0.0,0.0,0.0,0.0
Shelf-nu,shelf.nu,https://github.com/Shelf-nu/shelf.nu/blob/main/.github/copilot-instructions.md,1,8,17,0,0,0,8.0,17.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,126.0,14.625,13.0,4.882352941176471,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hoylabs,OpenDTU-OnBattery,https://github.com/hoylabs/OpenDTU-OnBattery/blob/master/.github/copilot-instructions.md,1,6,15,0,0,0,6.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,11.166666666666666,10.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
abraham,mastodon-openapi,https://github.com/abraham/mastodon-openapi/blob/main/.github/copilot-instructions.md,1,1,4,0,0,0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,12.0,12.0,1.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0
jonmagic,scripts,https://github.com/jonmagic/scripts/blob/main/.github/copilot-instructions.md,1,6,13,0,0,0,6.0,13.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,10.166666666666666,9.0,3.230769230769231,4.0,0.0,0.0,0.0,0.0,0.0,0.0
rgerhards,rsyslog,https://github.com/rgerhards/rsyslog/blob/main/.github/copilot-instructions.md,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bancolombia,bc_golden_plugin,https://github.com/bancolombia/bc_golden_plugin/blob/main/.github/copilot-instructions.md,1,9,11,0,0,0,9.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,4.777777777777778,5.0,1.6363636363636365,1.0,0.0,0.0,0.0,0.0,0.0,0.0
gvorbeck,codex-quest,https://github.com/gvorbeck/codex-quest/blob/main/.github/copilot-instructions.md,1,10,11,0,0,0,10.0,11.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,6.3,3.5,3.909090909090909,3.0,0.0,0.0,0.0,0.0,0.0,0.0
RyanCavanaugh,TypeScript,https://github.com/RyanCavanaugh/TypeScript/blob/main/.github/copilot-instructions.md,0,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serverpod,relic,https://github.com/serverpod/relic/blob/main/.github/copilot-instructions.md,1,3,12,0,0,0,3.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,99.0,31.333333333333332,22.0,6.083333333333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0
serverpod,serverpod,https://github.com/serverpod/serverpod/blob/main/.github/copilot-instructions.md,1,16,25,0,0,0,16.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,166.0,9.25,6.0,2.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
boxwise,boxtribute,https://github.com/boxwise/boxtribute/blob/master/.github/copilot-instructions.md,1,12,22,0,0,0,12.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,143.0,10.833333333333334,6.0,4.090909090909091,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Myriad-Dreamin,tinymist,https://github.com/Myriad-Dreamin/tinymist/blob/main/.github/copilot-instructions.md,0,6,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,6.5,6.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0
creatorsgarten,creatorsgarten.org,https://github.com/creatorsgarten/creatorsgarten.org/blob/main/.github/copilot-instructions.md,1,8,5,0,0,0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,5.5,4.0,3.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0
carlocardella,vscode-TextToolbox,https://github.com/carlocardella/vscode-TextToolbox/blob/master/.github/copilot-instructions.md,1,4,15,0,0,0,3.0,15.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,278.0,69.0,62.0,17.333333333333332,13.0,0.0,0.0,0.0,0.0,0.0,0.0
telerik,blazor-docs,https://github.com/telerik/blazor-docs/blob/master/.github/copilot-instructions.md,2,29,21,0,0,0,14.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.5,189.5,12.0,6.0,8.523809523809524,7.0,0.0,0.0,0.0,0.0,0.0,0.0
AccelerationConsortium,ac-training-lab,https://github.com/AccelerationConsortium/ac-training-lab/blob/main/.github/copilot-instructions.md,0,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
